Symbol	Name	LastSale	MarketCap	ADR TSO	Sector	Industry
FIBK	"First Interstate BancSystem, Inc."	40.14	2616091224	n/a	Finance	Major Banks
FRME	First Merchants Corporation	38.32	1903352024	n/a	Finance	Major Banks
FMBH	"First Mid Bancshares, Inc."	33.69	561852442.3	n/a	Finance	Major Banks
FMBI	"First Midwest Bancorp, Inc."	21.47	2396746383	n/a	Finance	Major Banks
FXNC	First National Corporation	19.3	95795299.1	n/a	Finance	Major Banks
FNWB	First Northwest Bancorp	16.2	178008532.2	n/a	Finance	Banks
FSFG	"First Savings Financial Group, Inc."	59.8	140221192.8	n/a	Finance	Savings Institutions
FSEA	First Seacoast Bancorp	8.91	0	n/a	Finance	Savings Institutions
FSLR	"First Solar, Inc."	65.02	6850064089	n/a	Technology	Semiconductors
FAAR	First Trust Alternative Absolute Return Strategy ETF	26.5687	46495278.14	n/a	n/a	n/a
FPA	First Trust Asia Pacific Ex-Japan AlphaDEX Fund	29.41	30880558.82	n/a	n/a	n/a
BICK	First Trust BICK Index Fund	26.96	141540053.9	n/a	n/a	n/a
FBZ	First Trust Brazil AlphaDEX Fund	16.8303	141374553.7	n/a	n/a	n/a
FTHI	First Trust BuyWrite Income ETF	22.625	71816297.63	n/a	n/a	n/a
FCAL	First Trust California Municipal High income ETF	52.76	34294105.52	n/a	n/a	n/a
FCAN	First Trust Canada AlphaDEX Fund	23.9008	4780207.802	n/a	n/a	n/a
FTCS	First Trust Capital Strength ETF	57.75	2618962616	n/a	n/a	n/a
FCEF	First Trust CEF Income Opportunity ETF	22.2199	37884929.5	n/a	n/a	n/a
FCA	First Trust China AlphaDEX Fund	25.72	10288051.44	n/a	n/a	n/a
SKYY	First Trust Cloud Computing ETF	60.48	2334528121	n/a	n/a	n/a
RNDM	First Trust Developed International Equity Select ETF	50.4984	25249301	n/a	n/a	n/a
FDT	First Trust Developed Markets Ex-US AlphaDEX Fund	53.83	974430660	n/a	n/a	n/a
FDTS	First Trust Developed Markets ex-US Small Cap AlphaDEX Fund	36.205	9051322.41	n/a	n/a	n/a
FVC	First Trust Dorsey Wright Dynamic Focus 5 ETF	27.43	508826554.9	n/a	n/a	n/a
FV	First Trust Dorsey Wright Focus 5 ETF	31.38	2533935063	n/a	n/a	n/a
IFV	First Trust Dorsey Wright International Focus 5 ETF	19.92	530868039.8	n/a	n/a	n/a
DDIV	First Trust Dorsey Wright Momentum & Dividend ETF	25.49	30588050.98	n/a	n/a	n/a
DVOL	First Trust Dorsey Wright Momentum & Low Volatility ETF	21.88	48136043.76	n/a	n/a	n/a
DVLU	First Trust Dorsey Wright Momentum & Value ETF	18.97	18970037.94	n/a	n/a	n/a
DWPP	First Trust Dorsey Wright People&#39;s Portfolio ETF	31.74	50784063.48	n/a	n/a	n/a
DALI	First Trust DorseyWright DALI 1 ETF	20.8	69680041.6	n/a	n/a	n/a
FDNI	First Trust Dow Jones International Internet ETF	22.505	5626295.01	n/a	n/a	n/a
FEM	First Trust Emerging Markets AlphaDEX Fund	25.02	720576050	n/a	n/a	n/a
RNEM	First Trust Emerging Markets Equity Select ETF	51.77	12942603.54	n/a	n/a	n/a
FEMB	First Trust Emerging Markets Local Currency Bond ETF	39.31	121861078.6	n/a	n/a	n/a
FEMS	First Trust Emerging Markets Small Cap AlphaDEX Fund	36.28	146934072.6	n/a	n/a	n/a
FTSM	First Trust Enhanced Short Maturity ETF	60.15	4565368399	n/a	n/a	n/a
FEP	First Trust Europe AlphaDEX Fund	35.38	567849070.8	n/a	n/a	n/a
FEUZ	First Trust Eurozone AlphaDEX ETF	38.935	48668827.87	n/a	n/a	n/a
FGM	First Trust Germany AlphaDEX Fund	41.8071	146324933.6	n/a	n/a	n/a
FTGC	First Trust Global Tactical Commodity Strategy Fund	18.51	166651712.3	n/a	n/a	n/a
FTLB	First Trust Hedged BuyWrite Income ETF	22.23	8892044.46	n/a	n/a	n/a
HYLS	First Trust High Yield Long/Short ETF	48.2	1274890096	n/a	n/a	n/a
FHK	First Trust Hong Kong AlphaDEX Fund	35.9073	3590801.815	n/a	n/a	n/a
NFTY	First Trust India Nifty 50 Equal Weight ETF	35.69	3569071.38	n/a	n/a	n/a
FTAG	First Trust Indxx Global Agriculture ETF	23.63	3306498.64	n/a	n/a	n/a
FTRI	First Trust Indxx Global Natural Resources Income ETF	12.08	8456024.16	n/a	n/a	n/a
LEGR	First Trust Indxx Innovative Transaction & Process ETF	30.9	43260061.8	n/a	n/a	n/a
NXTG	First Trust Indxx NextG ETF	51.03	158193102.1	n/a	n/a	n/a
FPXI	First Trust International Equity Opportunities ETF	37.8024	24571635.6	n/a	n/a	n/a
FPXE	First Trust IPOX Europe Equity Opportunities ETF	20.54	2054041.08	n/a	n/a	n/a
FJP	First Trust Japan AlphaDEX Fund	48.05	98502596.1	n/a	n/a	n/a
FEX	First Trust Large Cap Core AlphaDEX Fund	62.9	1452990126	n/a	n/a	n/a
FTC	First Trust Large Cap Growth AlphaDEX Fund	72.64	1053280145	n/a	n/a	n/a
RNLC	First Trust Large Cap US Equity Select ETF	23.507	17630297.01	n/a	n/a	n/a
FTA	First Trust Large Cap Value AlphaDEX Fund	53.3	1177930107	n/a	n/a	n/a
FLN	First Trust Latin America AlphaDEX Fund	21.2239	15917967.45	n/a	n/a	n/a
LMBS	First Trust Low Duration Opportunities ETF	51.75	3143812604	n/a	n/a	n/a
LDSF	First Trust Low Duration Strategic Focus ETF	20.4838	32774120.97	n/a	n/a	n/a
FMB	First Trust Managed Municipal ETF	55.04	891648110.1	n/a	n/a	n/a
FMK	First Trust Mega Cap AlphaDEX Fund	36.8965	23982798.79	n/a	n/a	n/a
FNX	First Trust Mid Cap Core AlphaDEX Fund	70.58	896366141.2	n/a	n/a	n/a
FNY	First Trust Mid Cap Growth AlphaDEX Fund	47.2801	312048754.6	n/a	n/a	n/a
RNMC	First Trust Mid Cap US Equity Select ETF	22.6399	12451990.28	n/a	n/a	n/a
FNK	First Trust Mid Cap Value AlphaDEX Fund	34.7769	55643109.55	n/a	n/a	n/a
FAD	First Trust Multi Cap Growth AlphaDEX Fund	76.82	188209153.6	n/a	n/a	n/a
FAB	First Trust Multi Cap Value AlphaDEX Fund	54.6591	84721714.32	n/a	n/a	n/a
MDIV	First Trust Multi-Asset Diversified Income Index Fund	18.66	696951037.3	n/a	n/a	n/a
MCEF	First Trust Municipal CEF Income Opportunity ETF	19.145	9572538.29	n/a	n/a	n/a
FMHI	First Trust Municipal High Income ETF	52.5405	63048705.08	n/a	n/a	n/a
QABA	First Trust NASDAQ ABA Community Bank Index Fund	49.44	173040098.9	n/a	n/a	n/a
ROBT	First Trust Nasdaq Artificial Intelligence and Robotics ETF	33.55	57035067.1	n/a	n/a	n/a
FTXO	First Trust Nasdaq Bank ETF	26.59	154222053.2	n/a	n/a	n/a
QCLN	First Trust NASDAQ Clean Edge Green Energy Index Fund	22.12	110600044.2	n/a	n/a	n/a
GRID	First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index 	48.4	29040096.8	n/a	n/a	n/a
CIBR	First Trust NASDAQ Cybersecurity ETF	30.6983	1006904301	n/a	n/a	n/a
FTXG	First Trust Nasdaq Food & Beverage ETF	20.852	2085241.704	n/a	n/a	n/a
CARZ	First Trust NASDAQ Global Auto Index Fund	32.68	17974065.36	n/a	n/a	n/a
FTXN	First Trust Nasdaq Oil & Gas ETF	16.55	9102533.1	n/a	n/a	n/a
FTXH	First Trust Nasdaq Pharmaceuticals ETF	20.564	7197441.128	n/a	n/a	n/a
FTXD	First Trust Nasdaq Retail ETF	22.91	8018545.82	n/a	n/a	n/a
FTXL	First Trust Nasdaq Semiconductor ETF	35.52	30192071.04	n/a	n/a	n/a
TDIV	First Trust NASDAQ Technology Dividend Index Fund	40.93	1011175650	n/a	n/a	n/a
FTXR	First Trust Nasdaq Transportation ETF	24.1697	7250958.339	n/a	n/a	n/a
QQEW	First Trust NASDAQ-100 Equal Weighted Index Fund	69.07	808119138.1	n/a	n/a	n/a
QQXT	First Trust NASDAQ-100 Ex-Technology Sector Index Fund	55.5586	94449731.12	n/a	n/a	n/a
QTEC	First Trust NASDAQ-100- Technology Index Fund	91.3	2606615183	n/a	n/a	n/a
AIRR	First Trust RBA American Industrial Renaissance ETF	26.48	70172052.96	n/a	n/a	n/a
RDVY	First Trust Rising Dividend Achievers ETF	32.53	806744065.1	n/a	n/a	n/a
RFAP	First Trust RiverFront Dynamic Asia Pacific ETF	50.805	27942851.61	n/a	n/a	n/a
RFDI	First Trust RiverFront Dynamic Developed International ETF	56.64	303024113.3	n/a	n/a	n/a
RFEM	First Trust RiverFront Dynamic Emerging Markets ETF	61.62	95511123.24	n/a	n/a	n/a
RFEU	First Trust RiverFront Dynamic Europe ETF	58.8	52920117.6	n/a	n/a	n/a
FID	First Trust S&P International Dividend Aristocrats ETF	16.98	16131033.96	n/a	n/a	n/a
FTSL	First Trust Senior Loan Fund ETF	47.37	1620054095	n/a	n/a	n/a
FYX	First Trust Small Cap Core AlphaDEX Fund	61.87	603232623.7	n/a	n/a	n/a
FYC	First Trust Small Cap Growth AlphaDEX Fund	47.05	282300094.1	n/a	n/a	n/a
RNSC	First Trust Small Cap US Equity Select ETF	21.08	6324042.16	n/a	n/a	n/a
FYT	First Trust Small Cap Value AlphaDEX Fund	34.53	60427569.06	n/a	n/a	n/a
SDVY	First Trust SMID Cap Rising Dividend Achievers ETF	20.93	4186041.86	n/a	n/a	n/a
FKO	First Trust South Korea AlphaDEX Fund	20.77	2077041.54	n/a	n/a	n/a
FCVT	First Trust SSI Strategic Convertible Securities ETF	32.22	198153064.4	n/a	n/a	n/a
FDIV	First Trust Strategic Income ETF	51.84	82944103.68	n/a	n/a	n/a
FSZ	First Trust Switzerland AlphaDEX Fund	50.11	162857600.2	n/a	n/a	n/a
FIXD	First Trust TCW Opportunistic Fixed Income ETF	51.65	699857603.3	n/a	n/a	n/a
TUSA	First Trust Total US Market AlphaDEX ETF	34.79	17395069.58	n/a	n/a	n/a
FKU	First Trust United Kingdom AlphaDEX Fund	36.5455	9136448.091	n/a	n/a	n/a
RNDV	First Trust US Equity Dividend Select ETF	22.3899	5597519.78	n/a	n/a	n/a
FUNC	First United Corporation	20.46	145384156.5	n/a	Finance	Major Banks
FUSB	"First US Bancshares, Inc."	8.75	55156342.5	n/a	Finance	Major Banks
MYFW	"First Western Financial, Inc."	14.15	112971703.9	n/a	Finance	Major Banks
FCFS	"FirstCash, Inc."	103.23	4452101375	n/a	Consumer Services	Other Specialty Stores
SVVC	"Firsthand Technology Value Fund, Inc."	8.9	64756720.4	n/a	n/a	n/a
FSV	FirstService Corporation	105.11	3983197371	n/a	Finance	Real Estate
FISV	"Fiserv, Inc."	102.3	40146595427	n/a	Technology	EDP Services
FIVE	"Five Below, Inc."	121.56	6802601655	n/a	Consumer Services	Department/Specialty Retail Stores
FPRX	"Five Prime Therapeutics, Inc."	5.14	185361650.9	n/a	Health Care	Major Pharmaceuticals
FVE	Five Star Senior Living Inc.	0.455	23149713.86	n/a	Health Care	Hospital/Nursing Management
FIVN	"Five9, Inc."	48.1	2870456485	n/a	Technology	EDP Services
FLEX	Flex Ltd.	11.26	5786807807	n/a	Technology	Electrical Products
FLXN	"Flexion Therapeutics, Inc."	9.99	379546383.7	n/a	Health Care	Major Pharmaceuticals
SKOR	FlexShares Credit-Scored US Corporate Bond Index Fund	51.75	93150051.75	n/a	n/a	n/a
LKOR	FlexShares Credit-Scored US Long Corporate Bond Index Fund	55.0286	19260065.03	n/a	n/a	n/a
MBSD	FlexShares Disciplined Duration MBS Index Fund	23.462	31673723.46	n/a	n/a	n/a
ASET	FlexShares Real Assets Allocation Index Fund	29.549	9603454.549	n/a	n/a	n/a
ESGG	FlexShares STOXX Global ESG Impact Index Fund	100.72	85612100.72	n/a	n/a	n/a
ESG	FlexShares STOXX US ESG Impact Index Fund	72.4261	38023774.93	n/a	n/a	n/a
QLC	FlexShares US Quality Large Cap Index Fund	34.6	50170034.6	n/a	n/a	n/a
FPAY	"FlexShopper, Inc."	1.67	29502542.31	n/a	Technology	Diversified Commercial Services
FPAYW	"FlexShopper, Inc."	0.65	0	n/a	Technology	Diversified Commercial Services
FLXS	"Flexsteel Industries, Inc."	16.79	132543248.6	n/a	Consumer Durables	Home Furnishings
FLIR	"FLIR Systems, Inc."	51.42	6980833911	n/a	Capital Goods	Industrial Machinery/Components
FLNT	"Fluent, Inc."	5.49	420166367.6	n/a	Consumer Services	Advertising
FLDM	Fluidigm Corporation	11.91	822027413.9	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments
FFIC	Flushing Financial Corporation	20.72	584053743.8	n/a	Finance	Major Banks
FNCB	FNCB Bancorp Inc.	7.84	157660149.9	n/a	Finance	Major Banks
FOMX	Foamix Pharmaceuticals Ltd.	2.11	114838277.6	n/a	Consumer Durables	Specialty Chemicals
FOCS	Focus Financial Partners Inc.	29.49	2042526442	n/a	Finance	Investment Managers
FONR	Fonar Corporation	23.24	150714467.7	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
FSCT	"ForeScout Technologies, Inc."	38.72	1751317797	n/a	Technology	Computer peripheral equipment
FRSX	Foresight Autonomous Holdings Ltd.	1.82	9442886.18	5188399	Technology	Computer Software: Prepackaged Software
FORM	"FormFactor, Inc."	16.51	1231337907	n/a	Technology	Semiconductors
FORTY	Formula Systems (1985) Ltd.	56	8101296	144666	Technology	EDP Services
FORR	"Forrester Research, Inc."	50.26	926643620	n/a	Consumer Services	Diversified Commercial Services
FRTA	"Forterra, Inc."	6.9	443660588.4	n/a	Capital Goods	Building Materials
FTNT	"Fortinet, Inc."	85.36	14576125840	n/a	Technology	Computer peripheral equipment
FBIO	"Fortress Biotech, Inc."	1.27	82842900.1	n/a	Health Care	Major Pharmaceuticals
FBIOP	"Fortress Biotech, Inc."	21.593	21593000	n/a	Health Care	Major Pharmaceuticals
FTSV	"Forty Seven, Inc."	9.15	286933459.2	n/a	Health Care	Major Pharmaceuticals
FMCI	Forum Merger II Corporation	10.13	259885150	n/a	Finance	Business Services
FMCIU	Forum Merger II Corporation	10.7	0	n/a	Finance	Business Services
FMCIW	Forum Merger II Corporation	0.6	0	n/a	Finance	Business Services
FWRD	Forward Air Corporation	63.53	1823055927	n/a	Transportation	Oil Refining/Marketing
FORD	"Forward Industries, Inc."	1.08	10296559.08	n/a	Consumer Non-Durables	Plastic Products
FWP	Forward Pharma A/S	0.9347	10734361.19	11484285	Health Care	Major Pharmaceuticals
FOSL	"Fossil Group, Inc."	10.56	532344838.1	n/a	Consumer Non-Durables	Consumer Specialties
FOX	Fox Corporation	37.49	23263483337	n/a	Consumer Services	Broadcasting
FOXA	Fox Corporation	37.21	23089736329	n/a	Consumer Services	Broadcasting
FOXF	Fox Factory Holding Corp.	86.42	3298719153	n/a	Consumer Non-Durables	Motor Vehicles
FRAN	Francesca&#39;s Holdings Corporation	3.17	9351893.08	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
FELE	"Franklin Electric Co., Inc."	47.15	2188023003	n/a	Consumer Durables	Metal Fabrications
FRAF	Franklin Financial Services Corporation	36.36	159599093	n/a	Finance	Major Banks
FRED	"Fred&#39;s, Inc."	0.3629	12788278.46	n/a	Consumer Services	Department/Specialty Retail Stores
RAIL	"Freightcar America, Inc."	5.34	67263398.28	n/a	Capital Goods	Railroads
FEIM	"Frequency Electronics, Inc."	11.81	103097544.4	n/a	Capital Goods	Electrical Products
FRPT	"Freshpet, Inc."	43.9	1574968034	n/a	Consumer Non-Durables	Packaged Foods
FTDR	"frontdoor, inc."	46.75	3956616873	n/a	Finance	Diversified Commercial Services
FTEO	"FRONTEO, Inc."	6.48	371070.72	57264	Technology	EDP Services
FTR	Frontier Communications Corporation	1.31	137931210	n/a	Public Utilities	Telecommunications Equipment
FRPH	"FRP Holdings, Inc."	50.04	497059429.7	n/a	Finance	Real Estate
FSBW	"FS Bancorp, Inc."	49.42	222021425.6	n/a	Finance	Banks
FSBC	"FSB Bancorp, Inc."	18.49	35882821.89	n/a	Finance	Savings Institutions
FTEK	"Fuel Tech, Inc."	1.11	26847374.64	n/a	Capital Goods	Pollution Control Equipment
FCEL	"FuelCell Energy, Inc."	0.3768	40594613.94	n/a	Miscellaneous	Industrial Machinery/Components
FULC	"Fulcrum Therapeutics, Inc."	14.14	330027798	n/a	Health Care	Major Pharmaceuticals
FLGT	"Fulgent Genetics, Inc."	6.25	114526787.5	n/a	Health Care	Medical Specialities
FORK	Fuling Global Inc.	2.2	34751002	n/a	Consumer Non-Durables	Plastic Products
FLL	"Full House Resorts, Inc."	1.76	47447551.36	n/a	Consumer Services	Hotels/Resorts
FULT	Fulton Financial Corporation	17.16	2896779600	n/a	Finance	Major Banks
FNKO	"Funko, Inc."	24.25	1184148889	n/a	Consumer Non-Durables	Recreational Products/Toys
FHL	Futu Holdings Limited	11.4	98325000	8625000	Finance	Investment Bankers/Brokers/Service
FTFT	Future FinTech Group Inc.	1.1076	34354521.13	n/a	Consumer Non-Durables	Packaged Foods
FFHL	"Fuwei Films (Holdings) Co., Ltd."	1.96	6401040.52	n/a	Capital Goods	Specialty Chemicals
FVCB	"FVCBankcorp, Inc."	17.5	242196010	n/a	Finance	Major Banks
WILC	"G. Willi-Food International,  Ltd."	10.34	136911040.4	n/a	Consumer Non-Durables	Food Distributors
GTHX	"G1 Therapeutics, Inc."	26.45	991006196.9	n/a	Health Care	Major Pharmaceuticals
GAIA	"Gaia, Inc."	6.06	108474842.3	n/a	Consumer Services	Movies/Entertainment
GLPG	Galapagos NV	180.25	1563543657	8674306	Health Care	Major Pharmaceuticals
GALT	Galectin Therapeutics Inc.	3.8	212778761.8	n/a	Health Care	Major Pharmaceuticals
GLMD	Galmed Pharmaceuticals Ltd.	6.095	128684137.3	n/a	Health Care	Major Pharmaceuticals
GMDA	Gamida Cell Ltd.	3.77	96536214.71	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GLPI	"Gaming and Leisure Properties, Inc."	37.39	8026111676	n/a	Consumer Services	Real Estate Investment Trusts
GRMN	Garmin Ltd.	78.29	14863154355	n/a	Capital Goods	Industrial Machinery/Components
GARS	Garrison Capital Inc.	7.06	113308425.1	n/a	n/a	n/a
GLIBA	"GCI Liberty, Inc."	60.35	6368129948	n/a	Public Utilities	Telecommunications Equipment
GLIBP	"GCI Liberty, Inc."	26.01	933628950	n/a	Public Utilities	Telecommunications Equipment
GDS	GDS Holdings Limited	40.15	2943340330	73308601	Technology	"Computer Software: Programming, Data Processing"
GEMP	Gemphire Therapeutics Inc.	0.82	11697637.02	n/a	Health Care	Major Pharmaceuticals
GENC	Gencor Industries Inc.	12.98	188744698.1	n/a	Capital Goods	Construction/Ag Equipment/Trucks
GFN	General Finance Corporation	7.61	230897452.8	n/a	Technology	Diversified Commercial Services
GFNCP	General Finance Corporation	104.9162	41976971.62	n/a	Technology	Diversified Commercial Services
GFNSL	General Finance Corporation	25.9	0	n/a	Technology	Diversified Commercial Services
GENE	Genetic Technologies Ltd	0.6339	6337593.376	9997781	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GNFT	GENFIT S.A.	17.58	125653050	7147500	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GNUS	"Genius Brands International, Inc."	0.83	8664145.9	n/a	Consumer Services	Movies/Entertainment
GMAB	Genmab A/S	18.59	705113494.8	37929720	Health Care	Major Pharmaceuticals
GNMK	"GenMark Diagnostics, Inc."	6.35	362131311.6	n/a	Health Care	Medical/Dental Instruments
GNCA	"Genocea Biosciences, Inc."	3.57	50159392.5	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GHDX	"Genomic Health, Inc."	68.66	2545390778	n/a	Health Care	Medical Specialities
GNPX	"Genprex, Inc."	1.0069	15708410.28	n/a	Health Care	Major Pharmaceuticals
GNTX	Gentex Corporation	27.57	7046386587	n/a	Capital Goods	Auto Parts:O.E.M.
THRM	Gentherm Inc	41.7	1404248376	n/a	Capital Goods	Auto Parts:O.E.M.
GEOS	Geospace Technologies Corporation	15.38	209664635.6	n/a	Capital Goods	Industrial Machinery/Components
GABC	"German American Bancorp, Inc."	30.67	817547923.6	n/a	Finance	Major Banks
GERN	Geron Corporation	1.21	225684416.9	n/a	Health Care	Major Pharmaceuticals
GEVO	"Gevo, Inc."	2.6	30902362.4	n/a	Basic Industries	Major Chemicals
ROCK	"Gibraltar Industries, Inc."	41.17	1325792775	n/a	Capital Goods	Steel/Iron Ore
GIGM	GigaMedia Limited	2.55	28183199.25	n/a	Technology	"Computer Software: Programming, Data Processing"
GIII	"G-III Apparel Group, LTD."	28.87	1412874415	n/a	Consumer Non-Durables	Apparel
GILT	Gilat Satellite Networks Ltd.	8.29	459608401.9	n/a	Technology	Radio And Television Broadcasting And Communications Equipment
GILD	"Gilead Sciences, Inc."	66.92	85092438650	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GBCI	"Glacier Bancorp, Inc."	40.89	3542603041	n/a	Finance	Major Banks
GLAD	Gladstone Capital Corporation	9.48	278248077.2	n/a	Consumer Non-Durables	Textiles
GLADD	Gladstone Capital Corporation	26.1	0	n/a	Consumer Non-Durables	Textiles
GLADN	Gladstone Capital Corporation	25.5246	52835922	n/a	Consumer Non-Durables	Textiles
GOOD	Gladstone Commercial Corporation	21.16	659219042	n/a	Consumer Services	Real Estate
GOODM	Gladstone Commercial Corporation	25.21	88475881.55	n/a	Consumer Services	Real Estate
GOODO	Gladstone Commercial Corporation	26.77	30785500	n/a	Consumer Services	Real Estate
GOODP	Gladstone Commercial Corporation	27.0142	27014200	n/a	Consumer Services	Real Estate
GAIN	Gladstone Investment Corporation	11.29	370565562.1	n/a	n/a	n/a
GAINL	Gladstone Investment Corporation	26.05	0	n/a	n/a	n/a
GAINM	Gladstone Investment Corporation	25.5	0	n/a	n/a	n/a
LAND	Gladstone Land Corporation	11.51	213312182.7	n/a	Consumer Services	Real Estate Investment Trusts
LANDP	Gladstone Land Corporation	25.85	29727500	n/a	Consumer Services	Real Estate Investment Trusts
GLBZ	Glen Burnie Bancorp	10.91	30779619.3	n/a	Finance	Major Banks
GBT	"Global Blood Therapeutics, Inc."	57.3	3425512496	n/a	Health Care	Major Pharmaceuticals
ENT	Global Eagle Entertainment Inc.	0.685	63271801.21	n/a	Consumer Services	Telecommunications Equipment
GBLI	Global Indemnity Limited	26.93	383668828.5	n/a	Finance	Property-Casualty Insurers
GBLIL	Global Indemnity Limited	26.47	0	n/a	Finance	Property-Casualty Insurers
GBLIZ	Global Indemnity Limited	26.2199	0	n/a	Finance	Property-Casualty Insurers
SELF	"Global Self Storage, Inc."	4.18	32327982.06	n/a	Consumer Services	Real Estate Investment Trusts
